Module step	Module	KO id	Module Category	BLB.whokaryote.bac Module step presence	BLBWG4.whokaryote.bac Module step presence	BLR.whokaryote.bac Module step presence	BLRWG4.whokaryote.bac Module step presence	BLS.whokaryote.bac Module step presence	DC06.whokaryote.bac Module step presence	DC10.whokaryote.bac Module step presence	DC11.whokaryote.bac Module step presence	DC17.whokaryote.bac Module step presence	DM13.whokaryote.bac Module step presence	DM14.whokaryote.bac Module step presence	DM15.whokaryote.bac Module step presence	DM16.whokaryote.bac Module step presence	GG01.whokaryote.bac Module step presence	GH01.whokaryote.bac Module step presence	GN13.whokaryote.bac Module step presence	GN15.whokaryote.bac Module step presence	GN18.whokaryote.bac Module step presence	GN19.whokaryote.bac Module step presence	Meg119.whokaryote.bac Module step presence	Meg120.whokaryote.bac Module step presence	Meg140.whokaryote.bac Module step presence	Meg147.whokaryote.bac Module step presence	Meg177.whokaryote.bac Module step presence	Meg178.whokaryote.bac Module step presence	Meg179.whokaryote.bac Module step presence	Meg209.whokaryote.bac Module step presence	Meg214.whokaryote.bac Module step presence	Meg82.whokaryote.bac Module step presence	Meg88.whokaryote.bac Module step presence	Meg99.whokaryote.bac Module step presence	OC01.whokaryote.bac Module step presence
M00580+3	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	K01807	Central carbohydrate metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Absent	Absent	Absent
M00595+1	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	K17222+K17223+K17224-K17225-K22622+K17226+K17227	Sulfur metabolism	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present
M00596+1	Dissimilatory sulfate reduction, sulfate => H2S	K00958	Sulfur metabolism	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00596+2	Dissimilatory sulfate reduction, sulfate => H2S	(K00394+K00395)	Sulfur metabolism	Absent	Absent	Present	Absent	Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00596+3	Dissimilatory sulfate reduction, sulfate => H2S	(K11180+K11181)	Sulfur metabolism	Present	Absent	Present	Absent	Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00597+1	Anoxygenic photosystem II	K08928+K08929	Photosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00598+1	Anoxygenic photosystem I	K08940+K08941+K08942+K08943	Photosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00608+1	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate	K10977	Methane metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00608+2	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate	K16792+K16793	Methane metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00608+3	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate	K10978	Methane metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00609+1	Cysteine biosynthesis, methionine => cysteine	K00789	Cysteine and methionine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Present	Absent	Present	Present	Absent
M00609+2	Cysteine biosynthesis, methionine => cysteine	K17462	Cysteine and methionine metabolism	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00609+3	Cysteine biosynthesis, methionine => cysteine	K01243	Cysteine and methionine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Present	Absent
M00609+4	Cysteine biosynthesis, methionine => cysteine	K07173	Cysteine and methionine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Absent	Absent
M00609+5	Cysteine biosynthesis, methionine => cysteine	K17216	Cysteine and methionine metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00609+6	Cysteine biosynthesis, methionine => cysteine	K17217	Cysteine and methionine metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00611+1	Oxygenic photosynthesis in plants and cyanobacteria	(M00161,M00163)	Metabolic capacity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00611+2	Oxygenic photosynthesis in plants and cyanobacteria	M00165	Metabolic capacity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00612+1	Anoxygenic photosynthesis in purple bacteria	M00597	Metabolic capacity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00612+2	Anoxygenic photosynthesis in purple bacteria	M00165	Metabolic capacity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00613+1	Anoxygenic photosynthesis in green nonsulfur bacteria	M00597	Metabolic capacity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00613+2	Anoxygenic photosynthesis in green nonsulfur bacteria	M00376	Metabolic capacity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00614+1	Anoxygenic photosynthesis in green sulfur bacteria	M00598	Metabolic capacity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00614+2	Anoxygenic photosynthesis in green sulfur bacteria	M00173	Metabolic capacity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00615+1	Nitrate assimilation	(K02575,K15576+K15577+K15578-K15579)	Metabolic capacity	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Absent	Absent	Absent
M00615+2	Nitrate assimilation	M00531	Metabolic capacity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00616+1	Sulfate-sulfur assimilation	(K02048,K23163)+K02046+K02047+K02045	Metabolic capacity	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00616+2	Sulfate-sulfur assimilation	M00176	Metabolic capacity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00617+1	Methanogen	M00567,M00357,M00356,M00563	Metabolic capacity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00618+1	Acetogen	M00377	Metabolic capacity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00618+2	Acetogen	M00579	Metabolic capacity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00620+1	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	(K00169+K00170+K00171+K00172)	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00620+2	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	(K01959+K01960)	Carbon fixation	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00620+3	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	K00024	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Present	Absent	Absent
M00620+4	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	(K01677+K01678)	Carbon fixation	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent
M00620+5	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	(K18209+K18210)	Carbon fixation	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00620+6	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	(K01902+K01903)	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Present	Absent
M00620+7	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	(K00174+K00175+K00176+K00177)	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Present	Present	Absent
M00622+1	Nicotinate degradation, nicotinate => fumarate	K18029+K18030	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00622+2	Nicotinate degradation, nicotinate => fumarate	K14974	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00622+3	Nicotinate degradation, nicotinate => fumarate	K18028	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00622+4	Nicotinate degradation, nicotinate => fumarate	K15357	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00622+5	Nicotinate degradation, nicotinate => fumarate	K13995	Cofactor and vitamin metabolism	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00622+6	Nicotinate degradation, nicotinate => fumarate	K01799	Cofactor and vitamin metabolism	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00623+1	Phthalate degradation, phthalate => protocatechuate	K18068+K18069	Aromatics degradation	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00623+2	Phthalate degradation, phthalate => protocatechuate	K18067	Aromatics degradation	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00623+3	Phthalate degradation, phthalate => protocatechuate	K04102	Aromatics degradation	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00624+1	Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate	K18074+K18075+K18077	Aromatics degradation	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00624+2	Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate	K18076	Aromatics degradation	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00625+1	Methicillin resistance	K02547	Drug resistance	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00625+2	Methicillin resistance	K02546	Drug resistance	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00625+3	Methicillin resistance	K02545	Drug resistance	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00627+1	beta-Lactam resistance, Bla system	K02172	Drug resistance	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00627+2	beta-Lactam resistance, Bla system	K02171	Drug resistance	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00627+3	beta-Lactam resistance, Bla system	(K18766,K17836)	Drug resistance	Present	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent
M00630+1	D-Galacturonate degradation (fungi), D-galacturonate => glycerol	(K18106,K19634)	Other carbohydrate metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00630+2	D-Galacturonate degradation (fungi), D-galacturonate => glycerol	K18102	Other carbohydrate metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
